,id,name,struct,type,typeField
0,1,structQueue,structQueue,__attribute__((aligned(4))),Not defined in .h
1,2,nextAvailableSlot,structQueue,int,Not defined in .h
2,3,*dword4,structQueue,char,Not defined in .h
3,4,maxSize,structQueue,_DWORD,Not defined in .h
4,5,valuePtr,structQueue,_DWORD,Not defined in .h
5,6,valuePtrXOR,structQueue,_DWORD,Not defined in .h
6,1,struct_queue_big,struct_queue_big,__attribute__((aligned(2))),Not defined in .h
7,2,poistionRel,struct_queue_big,__int16,Not defined in .h
8,3,field_2,struct_queue_big,__int16,Not defined in .h
9,4,poistionRel_FromEnd,struct_queue_big,__int16,Not defined in .h
10,5,field_6,struct_queue_big,__int16,Not defined in .h
11,6,base,struct_queue_big,__int8,Not defined in .h
12,7,field_9,struct_queue_big,__int8,Not defined in .h
13,8,field_A,struct_queue_big,__int16,Not defined in .h
14,9,field_C,struct_queue_big,__int8,Not defined in .h
15,10,field_D,struct_queue_big,__int8,Not defined in .h
16,11,field_E,struct_queue_big,__int8,Not defined in .h
17,12,field_F,struct_queue_big,char,Not defined in .h
18,13,poistionRel_xor,struct_queue_big,__int16,Not defined in .h
19,14,field_12,struct_queue_big,__int16,Not defined in .h
20,15,field_14,struct_queue_big,__int16,Not defined in .h
21,16,field_16,struct_queue_big,__int16,Not defined in .h
22,17,field_18,struct_queue_big,__int8,Not defined in .h
23,18,field_19,struct_queue_big,__int8,Not defined in .h
24,19,field_1A,struct_queue_big,__int16,Not defined in .h
25,20,field_1C,struct_queue_big,__int8,Not defined in .h
26,21,field_1D,struct_queue_big,__int8,Not defined in .h
27,22,field_1E,struct_queue_big,__int8,Not defined in .h
28,23,field_1F,struct_queue_big,char,Not defined in .h
29,1,struct_error_ref,struct_error_ref,struct,Not defined in .h
30,2,word0,struct_error_ref,_WORD,Not defined in .h
31,3,word2,struct_error_ref,_WORD,Not defined in .h
32,4,word4,struct_error_ref,_WORD,Not defined in .h
33,5,word6,struct_error_ref,_WORD,Not defined in .h
34,1,struct_bg,struct_bg,__attribute__((aligned(4))),Not defined in .h
35,2,field_0,struct_bg,int,Not defined in .h
36,3,field_4,struct_bg,char,Not defined in .h
37,4,field_5,struct_bg,char,Not defined in .h
38,5,field_6,struct_bg,__int16,Not defined in .h
39,6,*field_8,struct_bg,struct_bg,Not defined in .h
40,7,field_C,struct_bg,int,Not defined in .h
41,8,field_10,struct_bg,__int16,Not defined in .h
42,9,field_12,struct_bg,__int16,Not defined in .h
43,10,field_14,struct_bg,int,Not defined in .h
44,11,field_18,struct_bg,int,Not defined in .h
45,12,field_1C,struct_bg,int,Not defined in .h
46,13,field_20,struct_bg,int,Not defined in .h
47,14,field_24,struct_bg,int,Not defined in .h
48,15,field_28,struct_bg,int,Not defined in .h
49,1,struct_usb_something24100,struct_usb_something24100,struct,Not defined in .h
50,2,gap0[6],struct_usb_something24100,_BYTE,Not defined in .h
51,3,byte6,struct_usb_something24100,_BYTE,Not defined in .h
52,4,byte7,struct_usb_something24100,_BYTE,Not defined in .h
53,5,gap8[19],struct_usb_something24100,_BYTE,Not defined in .h
54,6,byte1B,struct_usb_something24100,_BYTE,Not defined in .h
55,7,gap1C[2],struct_usb_something24100,_BYTE,Not defined in .h
56,8,byte1E,struct_usb_something24100,_BYTE,Not defined in .h
57,1,struct_0,struct_0,struct,Not defined in .h
58,2,*anonymous_0,struct_0,void,Not defined in .h
59,3,*aAboveGoal,struct_0,char,Not defined in .h
60,4,*aAddBgReading,struct_0,char,Not defined in .h
61,5,*aAlertsReminder,struct_0,char,Not defined in .h
62,6,*aRef02d03d04d05,struct_0,char,Not defined in .h
63,7,*aRef02d03d02d03,struct_0,char,Not defined in .h
64,8,*aAllHistory,struct_0,char,Not defined in .h
65,9,*aAlarmHistory_1,struct_0,char,Not defined in .h
66,10,*aAlwaysOn,struct_0,char,Not defined in .h
67,11,*aA_2,struct_0,char,Not defined in .h
68,12,*aApril,struct_0,char,Not defined in .h
69,13,*aAsAResultOfT_0,struct_0,char,Not defined in .h
70,14,*aAsAResultOfThe,struct_0,char,Not defined in .h
71,15,*aAsAResultOfT_2,struct_0,char,Not defined in .h
72,16,*aAssignEditBgTa,struct_0,char,Not defined in .h
73,17,*aAugust,struct_0,char,Not defined in .h
74,18,*aAutoOff,struct_0,char,Not defined in .h
75,19,*aAvgBg,struct_0,char,Not defined in .h
76,20,*aAvgReadsDay,struct_0,char,Not defined in .h
77,21,*aMeterTemperatu,struct_0,char,Not defined in .h
78,22,*aTempStopped,struct_0,char,Not defined in .h
79,23,*aMaxBasal,struct_0,char,Not defined in .h
80,24,*aBasalB,struct_0,char,Not defined in .h
81,25,*aBasalPrograms,struct_0,char,Not defined in .h
82,26,*aTempBasalYRema,struct_0,char,Not defined in .h
83,27,*aDeliveryInterr,struct_0,char,Not defined in .h
84,28,*aOffBeepOnly,struct_0,char,Not defined in .h
85,29,*aBelowGoal,struct_0,char,Not defined in .h
86,30,*aBg,struct_0,char,Not defined in .h
87,31,*aCheckForKetone,struct_0,char,Not defined in .h
88,32,*aBgHistory,struct_0,char,Not defined in .h
89,33,*aLastBg,struct_0,char,Not defined in .h
90,34,*aTreatYourLowBg,struct_0,char,Not defined in .h
91,35,*aBgReadingWasMa,struct_0,char,Not defined in .h
92,36,*aMeterErrD,struct_0,char,Not defined in .h
93,37,*aBgMeter,struct_0,char,Not defined in .h
94,38,*aMinBgForCalcs,struct_0,char,Not defined in .h
95,39,*aControl,struct_0,char,Not defined in .h
96,40,*aPreMeal,struct_0,char,Not defined in .h
97,41,*aPostMeal,struct_0,char,Not defined in .h
98,42,*aMissedBolus,struct_0,char,Not defined in .h
99,43,*aCarbGuess,struct_0,char,Not defined in .h
100,44,*aBasalEvaluatio,struct_0,char,Not defined in .h
101,45,*aBasalEvaluat_0,struct_0,char,Not defined in .h
102,46,*aSkippedMeal,struct_0,char,Not defined in .h
103,47,*aExerciseLight,struct_0,char,Not defined in .h
104,48,*aExerciseModera,struct_0,char,Not defined in .h
105,49,*aExerciseStrenu,struct_0,char,Not defined in .h
106,50,*aFasting,struct_0,char,Not defined in .h
107,51,*aSickDay,struct_0,char,Not defined in .h
108,52,*aKetonesNeg,struct_0,char,Not defined in .h
109,53,*aKetonesTrace,struct_0,char,Not defined in .h
110,54,*aKetonesSmall,struct_0,char,Not defined in .h
111,55,*aKetonesModerat,struct_0,char,Not defined in .h
112,56,*aKetonesLarge,struct_0,char,Not defined in .h
113,57,*aPreBedtime,struct_0,char,Not defined in .h
114,58,*aTargetBg_0,struct_0,char,Not defined in .h
115,59,*aNoteACorrectio,struct_0,char,Not defined in .h
116,60,*aShortestTimeRe,struct_0,char,Not defined in .h
117,61,*aBgReminder,struct_0,char,Not defined in .h
118,62,*aBgTag,struct_0,char,Not defined in .h
119,63,*aBgGoal,struct_0,char,Not defined in .h
120,64,*aBolusCalcs,struct_0,char,Not defined in .h
121,65,*aSuggestedBol_0,struct_0,char,Not defined in .h
122,66,*aBolusStoppedPr,struct_0,char,Not defined in .h
123,67,*aBolusHistory_0,struct_0,char,Not defined in .h
124,68,*aBolusIncrement,struct_0,char,Not defined in .h
125,69,*aMaxBolus,struct_0,char,Not defined in .h
126,70,*aBolusB,struct_0,char,Not defined in .h
127,71,*aBolusPresets,struct_0,char,Not defined in .h
128,72,*aBolus_4,struct_0,char,Not defined in .h
129,73,*aBolusBasalCalc,struct_0,char,Not defined in .h
130,74,*aBolusStopped,struct_0,char,Not defined in .h
131,75,*aBolusReminders,struct_0,char,Not defined in .h
132,76,*aImmediateBolus,struct_0,char,Not defined in .h
133,77,*anonymous_1,struct_0,char,Not defined in .h
134,78,*aCalories,struct_0,char,Not defined in .h
135,79,*aCancelExtended,struct_0,char,Not defined in .h
136,80,*aCancelTempBasa,struct_0,char,Not defined in .h
137,81,*aNoteForBolusCa,struct_0,char,Not defined in .h
138,82,*aCarbHistory,struct_0,char,Not defined in .h
139,83,*aCarbPresets,struct_0,char,Not defined in .h
140,84,*aE_1,struct_0,char,Not defined in .h
141,85,*aG_1,struct_0,char,Not defined in .h
142,86,*aG_2,struct_0,char,Not defined in .h
143,87,*anonymous_2,struct_0,char,Not defined in .h
144,88,*anonymous_3,struct_0,char,Not defined in .h
145,89,*aCarbPresetB,struct_0,char,Not defined in .h
146,90,*aCarbsG,struct_0,char,Not defined in .h
147,91,*aCarbs,struct_0,char,Not defined in .h
148,92,*aExceedsMaxBolu,struct_0,char,Not defined in .h
149,93,*aAdjustedForIob,struct_0,char,Not defined in .h
150,94,*anonymous_4,struct_0,char,Not defined in .h
151,95,*anonymous_5,struct_0,char,Not defined in .h
152,96,*anonymous_6,struct_0,char,Not defined in .h
153,97,*anonymous_7,struct_0,char,Not defined in .h
154,98,*aChangePod,struct_0,char,Not defined in .h
155,99,*aChangeSensor,struct_0,char,Not defined in .h
156,100,*aChangeTransmit,struct_0,char,Not defined in .h
157,101,*aEdit,struct_0,char,Not defined in .h
158,102,*aChecking,struct_0,char,Not defined in .h
159,103,*aCheckAlarms,struct_0,char,Not defined in .h
160,104,*aLastStatus,struct_0,char,Not defined in .h
161,105,*aBasal_0,struct_0,char,Not defined in .h
162,106,*aBolus_3,struct_0,char,Not defined in .h
163,107,*aPod,struct_0,char,Not defined in .h
164,108,*aSettings,struct_0,char,Not defined in .h
165,109,*aSuspendResume,struct_0,char,Not defined in .h
166,110,*aConfidenceRemi,struct_0,char,Not defined in .h
167,111,*aCopy,struct_0,char,Not defined in .h
168,112,*aCorrectionU,struct_0,char,Not defined in .h
169,113,*aMMM,struct_0,char,Not defined in .h
170,114,*aBgB,struct_0,char,Not defined in .h
171,115,*aCorrectionFact,struct_0,char,Not defined in .h
172,116,*aCorrectionIob,struct_0,char,Not defined in .h
173,117,*aCorrection,struct_0,char,Not defined in .h
174,118,*aReverseCorre_0,struct_0,char,Not defined in .h
175,119,*aCorrect,struct_0,char,Not defined in .h
176,120,*aCorr_Above,struct_0,char,Not defined in .h
177,121,*aCorruptRecord,struct_0,char,Not defined in .h
178,122,*aCustomRemind_1,struct_0,char,Not defined in .h
179,123,*aReminderB,struct_0,char,Not defined in .h
180,124,*aCustomBgTags,struct_0,char,Not defined in .h
181,125,*aCustomTagB,struct_0,char,Not defined in .h
182,126,*aDaily,struct_0,char,Not defined in .h
183,127,*aDailyBasal,struct_0,char,Not defined in .h
184,128,*aDate,struct_0,char,Not defined in .h
185,129,*aDate_1,struct_0,char,Not defined in .h
186,130,*aDateTime,struct_0,char,Not defined in .h
187,131,*aDays,struct_0,char,Not defined in .h
188,132,*aPodDeactivated,struct_0,char,Not defined in .h
189,133,*aDecember,struct_0,char,Not defined in .h
190,134,*aDelete,struct_0,char,Not defined in .h
191,135,*aDeliveringBolu,struct_0,char,Not defined in .h
192,136,*aDiagnostics,struct_0,char,Not defined in .h
193,137,*aBgUnits,struct_0,char,Not defined in .h
194,138,*anonymous_8,struct_0,char,Not defined in .h
195,139,*aEnterManually,struct_0,char,Not defined in .h
196,140,*aExpiration,struct_0,char,Not defined in .h
197,141,*aExt,struct_0,char,Not defined in .h
198,142,*aE_0,struct_0,char,Not defined in .h
199,143,*aExtended,struct_0,char,Not defined in .h
200,144,*aExtendedBolusU,struct_0,char,Not defined in .h
201,145,*aExtExtendedBol,struct_0,char,Not defined in .h
202,146,*aFavorites,struct_0,char,Not defined in .h
203,147,*aFat,struct_0,char,Not defined in .h
204,148,*aFebruary,struct_0,char,Not defined in .h
205,149,*aFiber,struct_0,char,Not defined in .h
206,150,*a50U,struct_0,char,Not defined in .h
207,151,*aFoodLibrary_0,struct_0,char,Not defined in .h
208,152,*aMoreActions,struct_0,char,Not defined in .h
209,153,*aGoal_1,struct_0,char,Not defined in .h
210,154,*aG_0,struct_0,char,Not defined in .h
211,155,*aGCarb,struct_0,char,Not defined in .h
212,156,*aGCarbU,struct_0,char,Not defined in .h
213,157,*aHigh,struct_0,char,Not defined in .h
214,158,*aA_1,struct_0,char,Not defined in .h
215,159,*aBdh,struct_0,char,Not defined in .h
216,160,*aHr,struct_0,char,Not defined in .h
217,161,*aIcRatio,struct_0,char,Not defined in .h
218,162,*aIcRatio_1,struct_0,char,Not defined in .h
219,163,*a1UPerIinsulinD,struct_0,char,Not defined in .h
220,164,*anonymous_9,struct_0,char,Not defined in .h
221,165,*aInsulinAction,struct_0,char,Not defined in .h
222,166,*aInsulinSuspend,struct_0,char,Not defined in .h
223,167,*aWithinGoal,struct_0,char,Not defined in .h
224,168,*aIob,struct_0,char,Not defined in .h
225,169,*aInsulinOnBoard,struct_0,char,Not defined in .h
226,170,*aJanuary,struct_0,char,Not defined in .h
227,171,*aJuly,struct_0,char,Not defined in .h
228,172,*aJune,struct_0,char,Not defined in .h
229,173,*aLastBolus,struct_0,char,Not defined in .h
230,174,*aLastStatusDT,struct_0,char,Not defined in .h
231,175,*aLessThan1G,struct_0,char,Not defined in .h
232,176,*aBacklightTimeO,struct_0,char,Not defined in .h
233,177,*aLow,struct_0,char,Not defined in .h
234,178,*aLowReservoir,struct_0,char,Not defined in .h
235,179,*aManageBgTagLis,struct_0,char,Not defined in .h
236,180,*aManual,struct_0,char,Not defined in .h
237,181,*aMarch,struct_0,char,Not defined in .h
238,182,*aMax,struct_0,char,Not defined in .h
239,183,*aMay,struct_0,char,Not defined in .h
240,184,*aMeals,struct_0,char,Not defined in .h
241,185,*aMeal,struct_0,char,Not defined in .h
242,186,*aMealDD,struct_0,char,Not defined in .h
243,187,*aMeal_1,struct_0,char,Not defined in .h
244,188,*aMealIob,struct_0,char,Not defined in .h
245,189,*aMgDl,struct_0,char,Not defined in .h
246,190,*aMgDlPerU,struct_0,char,Not defined in .h
247,191,*aMin,struct_0,char,Not defined in .h
248,192,*aMinMax,struct_0,char,Not defined in .h
249,193,*aMin_0,struct_0,char,Not defined in .h
250,194,*aMissedBolusRem,struct_0,char,Not defined in .h
251,195,*aMmolL,struct_0,char,Not defined in .h
252,196,*aMmolLPerU,struct_0,char,Not defined in .h
253,197,*aMyInfo_0,struct_0,char,Not defined in .h
254,198,*aMyRecords,struct_0,char,Not defined in .h
255,199,*aNewLabel,struct_0,char,Not defined in .h
256,200,*aStatusNotAvail,struct_0,char,Not defined in .h
257,201,*anonymous_10,struct_0,char,Not defined in .h
258,202,*aNoon,struct_0,char,Not defined in .h
259,203,*aNa,struct_0,char,Not defined in .h
260,204,*aNoData,struct_0,char,Not defined in .h
261,205,*aNovember,struct_0,char,Not defined in .h
262,206,*aNow,struct_0,char,Not defined in .h
263,207,*aOctober,struct_0,char,Not defined in .h
264,208,*aOff,struct_0,char,Not defined in .h
265,209,*aOff_0,struct_0,char,Not defined in .h
266,210,*aOn,struct_0,char,Not defined in .h
267,211,*aOneTimeOnly,struct_0,char,Not defined in .h
268,212,*aOtherInformati,struct_0,char,Not defined in .h
269,213,*aActionOccurred,struct_0,char,Not defined in .h
270,214,*aRatiosFactorsT,struct_0,char,Not defined in .h
271,215,*anonymous_11,struct_0,char,Not defined in .h
272,216,*anonymous_12,struct_0,char,Not defined in .h
273,217,*aPleaseWait,struct_0,char,Not defined in .h
274,218,*aP_2,struct_0,char,Not defined in .h
275,219,*aPreparingDevic,struct_0,char,Not defined in .h
276,220,*aPreparingData,struct_0,char,Not defined in .h
277,221,*aPresets,struct_0,char,Not defined in .h
278,222,*aPressSaveToA_1,struct_0,char,Not defined in .h
279,223,*anonymous_13,struct_0,char,Not defined in .h
280,224,*aPriming,struct_0,char,Not defined in .h
281,225,*aProtein,struct_0,char,Not defined in .h
282,226,*aPodActivated,struct_0,char,Not defined in .h
283,227,*aChangePodNow,struct_0,char,Not defined in .h
284,228,*aPodExp_0,struct_0,char,Not defined in .h
285,229,*aPodHasPassedEx,struct_0,char,Not defined in .h
286,230,*aPodAlarm_0,struct_0,char,Not defined in .h
287,231,*aPiB_B_B,struct_0,char,Not defined in .h
288,232,*aPodStatusNotAv,struct_0,char,Not defined in .h
289,233,*aResume,struct_0,char,Not defined in .h
290,234,*aPmB_B_B,struct_0,char,Not defined in .h
291,235,*a1Reading,struct_0,char,Not defined in .h
292,236,*aDReadings,struct_0,char,Not defined in .h
293,237,*aBasal,struct_0,char,Not defined in .h
294,238,*aBg_0,struct_0,char,Not defined in .h
295,239,*aBolus,struct_0,char,Not defined in .h
296,240,*aCarb,struct_0,char,Not defined in .h
297,241,*aProgramReminde,struct_0,char,Not defined in .h
298,242,*aPdmLock,struct_0,char,Not defined in .h
299,243,*aReminderSSched,struct_0,char,Not defined in .h
300,244,*aRaB_B_B,struct_0,char,Not defined in .h
301,245,*aRbB_B_B,struct_0,char,Not defined in .h
302,246,*aPdmAlarm,struct_0,char,Not defined in .h
303,247,*aClockReset,struct_0,char,Not defined in .h
304,248,*aRmS,struct_0,char,Not defined in .h
305,249,*aMmB_B_B,struct_0,char,Not defined in .h
306,250,*aPdmOptions,struct_0,char,Not defined in .h
307,251,*aSn08ld,struct_0,char,Not defined in .h
308,252,*aRename,struct_0,char,Not defined in .h
309,253,*aResetPdm,struct_0,char,Not defined in .h
310,254,*anonymous_14,struct_0,char,Not defined in .h
311,255,*aReviewAllSetti,struct_0,char,Not defined in .h
312,256,*aReverseCorrect,struct_0,char,Not defined in .h
313,257,*aScreenTimeOut,struct_0,char,Not defined in .h
314,258,*aSec,struct_0,char,Not defined in .h
315,259,*aSegment,struct_0,char,Not defined in .h
316,260,*aSeptember,struct_0,char,Not defined in .h
317,261,*aServingSize,struct_0,char,Not defined in .h
318,262,*aSettings_0,struct_0,char,Not defined in .h
319,263,*aSnacks,struct_0,char,Not defined in .h
320,264,*aMealIobWillRed,struct_0,char,Not defined in .h
321,265,*aCorrectionIobW,struct_0,char,Not defined in .h
322,266,*aIobIsSubtracte,struct_0,char,Not defined in .h
323,267,*aBgSound,struct_0,char,Not defined in .h
324,268,*aPYRemains,struct_0,char,Not defined in .h
325,269,*aUYRemains_0,struct_0,char,Not defined in .h
326,270,*aPodExp,struct_0,char,Not defined in .h
327,271,*aPodExpChangePo,struct_0,char,Not defined in .h
328,272,*aUYRemains,struct_0,char,Not defined in .h
329,273,*aExtBolus,struct_0,char,Not defined in .h
330,274,*aStandardBgTags,struct_0,char,Not defined in .h
331,275,*aSuggestedBol_1,struct_0,char,Not defined in .h
332,276,*aSuspendBegin,struct_0,char,Not defined in .h
333,277,*aSuspendCancel,struct_0,char,Not defined in .h
334,278,*aSuspendInsulin,struct_0,char,Not defined in .h
335,279,*aSuspend,struct_0,char,Not defined in .h
336,280,*aSystemSetup,struct_0,char,Not defined in .h
337,281,*aTag_0,struct_0,char,Not defined in .h
338,282,*aC_1,struct_0,char,Not defined in .h
339,283,*aTargetBgRange,struct_0,char,Not defined in .h
340,284,*aTargetBg,struct_0,char,Not defined in .h
341,285,*aTemp,struct_0,char,Not defined in .h
342,286,*aTempBasalB,struct_0,char,Not defined in .h
343,287,*aTempBasalPrese,struct_0,char,Not defined in .h
344,288,*aTempBasal,struct_0,char,Not defined in .h
