,id,name,struct,type,typeField
667,182,*aSegmentTTTarget,struct_msgs,void,Not defined in .h
668,183,*aTargetBgBSugges,struct_msgs,void,Not defined in .h
669,184,*aEnterIcRatioTh,struct_msgs,void,Not defined in .h
670,185,*aInsulinToCarbI,struct_msgs,void,Not defined in .h
671,186,*aEnterStartTi_0,struct_msgs,void,Not defined in .h
672,187,*aSegmentTTEnterI,struct_msgs,void,Not defined in .h
673,188,*aPressSaveToAc_1,struct_msgs,void,Not defined in .h
674,189,*aEnterCorrection,struct_msgs,void,Not defined in .h
675,190,*aCorrectionFacto,struct_msgs,void,Not defined in .h
676,191,*aEnterStartTim_2,struct_msgs,void,Not defined in .h
677,192,*aSegmentTTEnter,struct_msgs,void,Not defined in .h
678,193,*aPressSaveToAc_2,struct_msgs,void,Not defined in .h
679,194,*aReverseCorre_1,struct_msgs,void,Not defined in .h
680,195,*aEnterDurationOf,struct_msgs,void,Not defined in .h
681,196,*aMissedBolusR_0,struct_msgs,void,Not defined in .h
682,197,*aExtendedBolus,struct_msgs,void,Not defined in .h
683,198,*aEnterMinimumBg,struct_msgs,void,Not defined in .h
684,199,*aCommunication_1,struct_msgs,void,Not defined in .h
685,200,*aCommunicatio_5,struct_msgs,void,Not defined in .h
686,201,*aCommunicatio_1,struct_msgs,void,Not defined in .h
687,202,*aCommunicationT,struct_msgs,void,Not defined in .h
688,203,*aCommunicatio_2,struct_msgs,void,Not defined in .h
689,204,*aCommunicatio_3,struct_msgs,void,Not defined in .h
690,205,*aCommunicationS,struct_msgs,void,Not defined in .h
691,206,*aCommunicationE,struct_msgs,void,Not defined in .h
692,207,*anonymous_4,struct_msgs,void,Not defined in .h
693,208,*aExtendedBolusI,struct_msgs,void,Not defined in .h
694,209,*anonymous_5,struct_msgs,void,Not defined in .h
695,210,*anonymous_6,struct_msgs,void,Not defined in .h
696,211,*aEnterAmountOfM,struct_msgs,void,Not defined in .h
697,212,*aExtendedBolu_0,struct_msgs,void,Not defined in .h
698,213,*aBolusCalcsCann,struct_msgs,void,Not defined in .h
699,214,*aCustomRemind_0,struct_msgs,void,Not defined in .h
700,215,*aInvalidCustomR,struct_msgs,void,Not defined in .h
701,216,*aEnterTime_,struct_msgs,void,Not defined in .h
702,217,*aSelectOption,struct_msgs,void,Not defined in .h
703,218,*aSTimeTSettingF,struct_msgs,void,Not defined in .h
704,219,*aPressDeleteToR,struct_msgs,void,Not defined in .h
705,220,*aEnterCode_,struct_msgs,void,Not defined in .h
706,221,*aApplyABloodSam,struct_msgs,void,Not defined in .h
707,222,(*anonymous_7)[],struct_msgs,#27,Not defined in .h
708,223,*aSelectBgTag,struct_msgs,void,Not defined in .h
709,224,*aBgTagListIsEmp,struct_msgs,void,Not defined in .h
710,225,*aMeterErrorD_Se,struct_msgs,void,Not defined in .h
711,226,*aBolusCalcula_0,struct_msgs,void,Not defined in .h
712,227,*aBolusCalculati,struct_msgs,void,Not defined in .h
713,228,*aTreatYourLow_0,struct_msgs,void,Not defined in .h
714,229,*aDueToARecentCl,struct_msgs,void,Not defined in .h
715,230,*aBgCalibrationC,struct_msgs,void,Not defined in .h
716,231,*aTreatYourLowBg,struct_msgs,void,Not defined in .h
717,232,*aIfYouChooseToU,struct_msgs,void,Not defined in .h
718,233,*aControlSolutio,struct_msgs,void,Not defined in .h
719,234,*aMeterTempera_0,struct_msgs,void,Not defined in .h
720,235,*aDeleteCustomTa,struct_msgs,void,Not defined in .h
721,236,*aPodError_Insul,struct_msgs,void,Not defined in .h
722,237,*aPdmError_Rem_0,struct_msgs,void,Not defined in .h
723,238,*aPdmError_Remov,struct_msgs,void,Not defined in .h
724,239,*aOcclusionDet_0,struct_msgs,void,Not defined in .h
725,240,*aEmptyReservoir,struct_msgs,void,Not defined in .h
726,241,*aAutoOff_Remove,struct_msgs,void,Not defined in .h
727,242,*aPodExpired_Ins,struct_msgs,void,Not defined in .h
728,243,*aEndOfInsulinSu,struct_msgs,void,Not defined in .h
729,244,*aLowReservoir_R,struct_msgs,void,Not defined in .h
730,245,*aAutoOffAdvisor,struct_msgs,void,Not defined in .h
731,246,*aPodExpirationA,struct_msgs,void,Not defined in .h
732,247,*anonymous_8,struct_msgs,void,Not defined in .h
733,248,*aOcclusionDetec,struct_msgs,void,Not defined in .h
734,249,*aStuckKeyDetect,struct_msgs,void,Not defined in .h
735,250,*aStuckKeyDete_0,struct_msgs,void,Not defined in .h
736,251,*aLowPdmBatterie,struct_msgs,void,Not defined in .h
737,252,*aReminderCheckB,struct_msgs,void,Not defined in .h
738,253,*aReminderMissed,struct_msgs,void,Not defined in .h
739,254,*aCustomReminder,struct_msgs,void,Not defined in .h
740,255,*aReminderNoActi,struct_msgs,void,Not defined in .h
741,256,*aExpirationAler,struct_msgs,void,Not defined in .h
742,257,*aSystemError_Re,struct_msgs,void,Not defined in .h
743,258,*aSystemError__0,struct_msgs,void,Not defined in .h
744,259,*aPdmError_Press,struct_msgs,void,Not defined in .h
745,260,*aWarningClockRe,struct_msgs,void,Not defined in .h
746,261,*aPodDeactivatio,struct_msgs,void,Not defined in .h
747,262,*aPdmError_Memor,struct_msgs,void,Not defined in .h
748,263,*aLowPdmBatter_0,struct_msgs,void,Not defined in .h
749,264,*aUsbDeviceDetec,struct_msgs,void,Not defined in .h
750,265,*aUsbDeviceReady,struct_msgs,void,Not defined in .h
751,266,(*anonymous_9)[],struct_msgs,#27,Not defined in .h
752,267,(*anonymous_10)[],struct_msgs,#27,Not defined in .h
753,268,(*anonymous_11)[],struct_msgs,#27,Not defined in .h
754,269,(*anonymous_12)[],struct_msgs,#27,Not defined in .h
755,270,(*anonymous_13)[],struct_msgs,#27,Not defined in .h
756,271,(*anonymous_14)[],struct_msgs,#27,Not defined in .h
757,272,(*anonymous_15)[],struct_msgs,#27,Not defined in .h
758,273,(*anonymous_16)[],struct_msgs,#27,Not defined in .h
759,274,(*anonymous_17)[],struct_msgs,#27,Not defined in .h
760,275,(*anonymous_18)[],struct_msgs,#27,Not defined in .h
761,276,(*anonymous_19)[],struct_msgs,#27,Not defined in .h
762,277,(*anonymous_20)[],struct_msgs,#27,Not defined in .h
763,278,(*anonymous_21)[],struct_msgs,#27,Not defined in .h
764,279,(*anonymous_22)[],struct_msgs,#27,Not defined in .h
765,280,(*anonymous_23)[],struct_msgs,#27,Not defined in .h
766,281,(*anonymous_24)[],struct_msgs,#27,Not defined in .h
767,282,(*anonymous_25)[],struct_msgs,#27,Not defined in .h
768,283,(*anonymous_26)[],struct_msgs,#27,Not defined in .h
769,284,(*anonymous_27)[],struct_msgs,#27,Not defined in .h
770,285,*aPressClearToRe,struct_msgs,void,Not defined in .h
771,286,*aClearingPdm_Do,struct_msgs,void,Not defined in .h
772,287,*aEnterYourNameO,struct_msgs,void,Not defined in .h
773,288,*aChooseAColorFo,struct_msgs,void,Not defined in .h
774,289,*aPdmId,struct_msgs,void,Not defined in .h
775,1,struct_usb_sysreg,struct_usb_sysreg,struct,Not defined in .h
776,2,USB_CORE_HWMODE,struct_usb_sysreg,_DWORD,Not defined in .h
777,3,USB_CORE_CINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
778,4,USB_CORE_CINTSTEN,struct_usb_sysreg,_DWORD,Not defined in .h
779,5,USB_CORE_CLKCTRL,struct_usb_sysreg,_DWORD,Not defined in .h
780,6,USB_CORE_RSTCTRL,struct_usb_sysreg,_DWORD,Not defined in .h
781,7,USB_CORE_FRAME_INVTL,struct_usb_sysreg,_DWORD,Not defined in .h
782,8,USB_CORE_FRAME_REMAIN,struct_usb_sysreg,_DWORD,Not defined in .h
783,9,USB_CORE_HNPCTRL,struct_usb_sysreg,_DWORD,Not defined in .h
784,10,USB_CORE_HNP_TMR1,struct_usb_sysreg,_DWORD,Not defined in .h
785,11,USB_CORE_HNP_TMR2,struct_usb_sysreg,_DWORD,Not defined in .h
786,12,USB_CORE_HNP_TMR3PCR,struct_usb_sysreg,_DWORD,Not defined in .h
787,13,USB_CORE_HNP_INTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
788,14,USB_CORE_HNP_INTEN,struct_usb_sysreg,_DWORD,Not defined in .h
789,15,USB_CORE_PAD[3],struct_usb_sysreg,_DWORD,Not defined in .h
790,16,USB_FUNC_FUNCOMSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
791,17,USB_FUNC_DEVADDR,struct_usb_sysreg,_DWORD,Not defined in .h
792,18,USB_FUNC_SINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
793,19,USB_FUNC_SINTEN,struct_usb_sysreg,_DWORD,Not defined in .h
794,20,USB_FUNC_XBUFINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
795,21,USB_FUNC_YBUFINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
796,22,USB_FUNC_XYINTEN,struct_usb_sysreg,_DWORD,Not defined in .h
797,23,USB_FUNC_XFILLSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
798,24,USB_FUNC_YFILLSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
799,25,USB_FUNC_EPEN,struct_usb_sysreg,_DWORD,Not defined in .h
800,26,USB_FUNC_EPRDY,struct_usb_sysreg,_DWORD,Not defined in .h
801,27,USB_FUNC_IMMDONEINT,struct_usb_sysreg,_DWORD,Not defined in .h
802,28,USB_FUNC_EPDONESTAT,struct_usb_sysreg,_DWORD,Not defined in .h
803,29,USB_FUNC_EPDONEEN,struct_usb_sysreg,_DWORD,Not defined in .h
804,30,USB_FUNC_EPTOGGBITS,struct_usb_sysreg,_DWORD,Not defined in .h
805,31,USB_FUNC_FRAME_NUMBER,struct_usb_sysreg,_DWORD,Not defined in .h
806,32,USB_HOST_HOSTCTRL,struct_usb_sysreg,_DWORD,Not defined in .h
807,33,USB_HOST_RESERVED_84,struct_usb_sysreg,_DWORD,Not defined in .h
808,34,USB_HOST_SINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
809,35,USB_HOST_SINTEN,struct_usb_sysreg,_DWORD,Not defined in .h
810,36,USB_HOST_RESERVED_90,struct_usb_sysreg,_DWORD,Not defined in .h
811,37,USB_HOST_RESERVED_94,struct_usb_sysreg,_DWORD,Not defined in .h
812,38,USB_HOST_XBUFINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
813,39,USB_HOST_YBUFINTSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
814,40,USB_HOST_XYINTEN,struct_usb_sysreg,_DWORD,Not defined in .h
815,41,USB_HOST_RESERVED_A4,struct_usb_sysreg,_DWORD,Not defined in .h
816,42,USB_HOST_XFILLSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
817,43,USB_HOST_YFILLSTAT,struct_usb_sysreg,_DWORD,Not defined in .h
818,44,USB_HOST_RESERVED_B0,struct_usb_sysreg,_DWORD,Not defined in .h
819,45,USB_HOST_RESERVED_B4,struct_usb_sysreg,_DWORD,Not defined in .h
820,46,USB_HOST_RESERVED_B8,struct_usb_sysreg,_DWORD,Not defined in .h
821,47,USB_HOST_RESERVED_BC,struct_usb_sysreg,_DWORD,Not defined in .h
822,48,USB_HOST_ETDENSET,struct_usb_sysreg,_DWORD,Not defined in .h
823,49,USB_HOST_ETDENCLR,struct_usb_sysreg,_DWORD,Not defined in .h
824,50,USB_HOST_RESERVED_C8,struct_usb_sysreg,_DWORD,Not defined in .h
825,51,USB_HOST_IMMDONEINT,struct_usb_sysreg,_DWORD,Not defined in .h
826,52,USB_HOST_ETDDONESTAT,struct_usb_sysreg,_DWORD,Not defined in .h
827,53,USB_HOST_ETDDONEEN,struct_usb_sysreg,_DWORD,Not defined in .h
828,54,USB_HOST_RESERVED_D8,struct_usb_sysreg,_DWORD,Not defined in .h
829,55,USB_HOST_RESERVED_DC,struct_usb_sysreg,_DWORD,Not defined in .h
830,56,USB_HOST_FRAME_NUMBER,struct_usb_sysreg,_DWORD,Not defined in .h
831,57,USB_HOST_FRAME_LSTHD,struct_usb_sysreg,_DWORD,Not defined in .h
832,58,USB_HOST_ROOTHUB_A,struct_usb_sysreg,_DWORD,Not defined in .h
833,59,USB_HOST_ROOTHUB_B,struct_usb_sysreg,_DWORD,Not defined in .h
834,60,USB_HOST_ROOTHUB_STATUS,struct_usb_sysreg,_DWORD,Not defined in .h
835,61,USB_HOST_ROOTHUB_PORTSTAT[3],struct_usb_sysreg,_DWORD,Not defined in .h
836,62,USB_TRANS_VENDORID0,struct_usb_sysreg,_BYTE,Not defined in .h
837,63,USB_TRANS_VENDORID1,struct_usb_sysreg,_BYTE,Not defined in .h
838,64,USB_TRANS_PRODUCTID0,struct_usb_sysreg,_BYTE,Not defined in .h
839,65,USB_TRANS_PRODUCTID1,struct_usb_sysreg,_BYTE,Not defined in .h
840,66,USB_TRANS_MODECTRL0_SET,struct_usb_sysreg,_BYTE,Not defined in .h
841,67,USB_TRANS_MODECTRL0_CLR,struct_usb_sysreg,_BYTE,Not defined in .h
842,68,USB_TRANS_OTGCTRL_SET,struct_usb_sysreg,_BYTE,Not defined in .h
843,69,USB_TRANS_OTGCTRL_CLR,struct_usb_sysreg,_BYTE,Not defined in .h
844,70,USB_TRANS_INTSOURCE,struct_usb_sysreg,_BYTE,Not defined in .h
845,71,USB_TRANS_RESERVED0,struct_usb_sysreg,_BYTE,Not defined in .h
846,72,USB_TRANS_INTLATCH_SET,struct_usb_sysreg,_BYTE,Not defined in .h
847,73,USB_TRANS_INTLATCH_CLR,struct_usb_sysreg,_BYTE,Not defined in .h
848,74,USB_TRANS_INTMASK_FSET,struct_usb_sysreg,_BYTE,Not defined in .h
849,75,USB_TRANS_INTMASK_FCLR,struct_usb_sysreg,_BYTE,Not defined in .h
850,76,USB_TRANS_INTMASK_TSET,struct_usb_sysreg,_BYTE,Not defined in .h
851,77,USB_TRANS_INTMASK_TCLR,struct_usb_sysreg,_BYTE,Not defined in .h
852,78,USB_TRANS_OTGSTATUS,struct_usb_sysreg,_BYTE,Not defined in .h
853,79,USB_TRANS_RESERVED2,struct_usb_sysreg,_BYTE,Not defined in .h
854,80,USB_TRANS_MODECTRL1_SET,struct_usb_sysreg,_BYTE,Not defined in .h
855,81,USB_TRANS_MODECTRL1_CLR,struct_usb_sysreg,_BYTE,Not defined in .h
856,82,USB_TRANS_BCDDEV0,struct_usb_sysreg,_BYTE,Not defined in .h
857,83,USB_TRANS_BCDDEV1,struct_usb_sysreg,_BYTE,Not defined in .h
858,84,USB_TRANS_RESERVED3,struct_usb_sysreg,_BYTE,Not defined in .h
859,85,USB_TRANS_RESERVED4,struct_usb_sysreg,_BYTE,Not defined in .h
860,86,USB_TRANS_OTGDEVADDR,struct_usb_sysreg,_BYTE,Not defined in .h
861,87,USB_TRANS_SEQOPS,struct_usb_sysreg,_BYTE,Not defined in .h
862,88,USB_TRANS_SEQRDSTRTADDR,struct_usb_sysreg,_BYTE,Not defined in .h
863,89,USB_TRANS_OPCTRL,struct_usb_sysreg,_BYTE,Not defined in .h
864,90,USB_TRANS_RESERVED5,struct_usb_sysreg,_BYTE,Not defined in .h
865,91,USB_TRANS_RESERVED6,struct_usb_sysreg,_BYTE,Not defined in .h
866,92,USB_TRANS_SCLK2SCLDIV,struct_usb_sysreg,_BYTE,Not defined in .h
867,93,USB_TRANS_INTCTRL,struct_usb_sysreg,_BYTE,Not defined in .h
868,94,USB_TRANS_PAD[54],struct_usb_sysreg,_DWORD,Not defined in .h
869,95,USB_SIMU_HC_CONTROL_HEAD_ED,struct_usb_sysreg,_DWORD,Not defined in .h
870,96,USB_SIMU_HC_BULK_HEAD_ED,struct_usb_sysreg,_DWORD,Not defined in .h
871,97,USB_ETD_MEM[128],struct_usb_sysreg,_DWORD,Not defined in .h
872,98,USB_EP_MEM[128],struct_usb_sysreg,_DWORD,Not defined in .h
873,99,USB_CTRL[64],struct_usb_sysreg,_DWORD,Not defined in .h
874,100,USB_OTG_RESERVED_700[64],struct_usb_sysreg,_DWORD,Not defined in .h
875,101,USB_DMA_REVISION,struct_usb_sysreg,_DWORD,Not defined in .h
876,102,USB_DMA_INTERRUPT_STATUS,struct_usb_sysreg,_DWORD,Not defined in .h
877,103,USB_DMA_INTERRUPT_ENABLE,struct_usb_sysreg,_DWORD,Not defined in .h
878,104,USB_ETD_DMA_ERROR_STATUS,struct_usb_sysreg,_DWORD,Not defined in .h
879,105,USB_EP_DMA_ERROR_STATUS,struct_usb_sysreg,_DWORD,Not defined in .h
880,106,USB_DMA_RESERVED_814[3],struct_usb_sysreg,_DWORD,Not defined in .h
881,107,USB_ETD_DMA_ENABLE,struct_usb_sysreg,_DWORD,Not defined in .h
882,108,USB_EP_DMA_ENABLE,struct_usb_sysreg,_DWORD,Not defined in .h
883,109,USB_ETD_DMA_ENABLE_X_TRIGER_REQUEST,struct_usb_sysreg,_DWORD,Not defined in .h
884,110,USB_EP_DMA_ENABLE_X_TRIGER_REQUEST,struct_usb_sysreg,_DWORD,Not defined in .h
885,111,USB_ETD_DMA_ENABLE_XY_TRIGER_REQUEST,struct_usb_sysreg,_DWORD,Not defined in .h
886,112,USB_EP_DMA_ENABLE_XY_TRIGER_REQUEST,struct_usb_sysreg,_DWORD,Not defined in .h
887,113,USB_ETD_DMA_BURST_4_ENABLE,struct_usb_sysreg,_DWORD,Not defined in .h
888,114,USB_EP_DMA_BURST_4_ENABLE,struct_usb_sysreg,_DWORD,Not defined in .h
889,115,USB_DMA_MISCELLANEOUS_CONTROL,struct_usb_sysreg,_DWORD,Not defined in .h
890,116,USB_DMA_RESERVED_844,struct_usb_sysreg,_DWORD,Not defined in .h
891,117,USB_ETD_DMA_CHANNEL_CLEAR,struct_usb_sysreg,_DWORD,Not defined in .h
892,118,USB_EP_DMA_CHANNEL_CLEAR,struct_usb_sysreg,_DWORD,Not defined in .h
893,119,USB_DMA_RESERVED_850[44],struct_usb_sysreg,_DWORD,Not defined in .h
894,120,USB_DMA_ETD_SYS_MEM_STRT_ADDR[32],struct_usb_sysreg,_DWORD,Not defined in .h
895,121,USB_DMA_EP_SYS_MEM_STRT_ADDR[32],struct_usb_sysreg,_DWORD,Not defined in .h
896,122,USB_ETD_DMA_BUF_XFER_PTR[32],struct_usb_sysreg,_DWORD,Not defined in .h
897,123,USB_EP_DMA_BUF_XFER_PTR[32],struct_usb_sysreg,_DWORD,Not defined in .h
898,124,USB_OTG_RESERVED[320],struct_usb_sysreg,_DWORD,Not defined in .h
899,125,USB_DATA_MEM[4096],struct_usb_sysreg,_BYTE,Not defined in .h
900,1,USB_TRANS,USB_TRANS,struct,Not defined in .h
901,2,USB_TRANS_VENDORID0,USB_TRANS,_BYTE,Not defined in .h
902,3,USB_TRANS_VENDORID1,USB_TRANS,_BYTE,Not defined in .h
903,4,USB_TRANS_PRODUCTID0,USB_TRANS,_BYTE,Not defined in .h
904,5,USB_TRANS_PRODUCTID1,USB_TRANS,_BYTE,Not defined in .h
905,6,USB_TRANS_MODECTRL0_SET,USB_TRANS,_BYTE,Not defined in .h
906,7,USB_TRANS_MODECTRL0_CLR,USB_TRANS,_BYTE,Not defined in .h
907,8,USB_TRANS_OTGCTRL_SET,USB_TRANS,_BYTE,Not defined in .h
908,9,USB_TRANS_OTGCTRL_CLR,USB_TRANS,_BYTE,Not defined in .h
909,10,USB_TRANS_INTSOURCE,USB_TRANS,_BYTE,Not defined in .h
910,11,USB_TRANS_RESERVED0,USB_TRANS,_BYTE,Not defined in .h
911,12,USB_TRANS_INTLATCH_SET,USB_TRANS,_BYTE,Not defined in .h
912,13,USB_TRANS_INTLATCH_CLR,USB_TRANS,_BYTE,Not defined in .h
913,14,USB_TRANS_INTMASK_FSET,USB_TRANS,_BYTE,Not defined in .h
914,15,USB_TRANS_INTMASK_FCLR,USB_TRANS,_BYTE,Not defined in .h
915,16,USB_TRANS_INTMASK_TSET,USB_TRANS,_BYTE,Not defined in .h
916,17,USB_TRANS_INTMASK_TCLR,USB_TRANS,_BYTE,Not defined in .h
917,18,USB_TRANS_OTGSTATUS,USB_TRANS,_BYTE,Not defined in .h
918,19,USB_TRANS_RESERVED2,USB_TRANS,_BYTE,Not defined in .h
919,20,USB_TRANS_MODECTRL1_SET,USB_TRANS,_BYTE,Not defined in .h
920,21,USB_TRANS_MODECTRL1_CLR,USB_TRANS,_BYTE,Not defined in .h
921,22,USB_TRANS_BCDDEV0,USB_TRANS,_BYTE,Not defined in .h
922,23,USB_TRANS_BCDDEV1,USB_TRANS,_BYTE,Not defined in .h
923,24,USB_TRANS_RESERVED3,USB_TRANS,_BYTE,Not defined in .h
924,25,USB_TRANS_RESERVED4,USB_TRANS,_BYTE,Not defined in .h
925,26,USB_TRANS_OTGDEVADDR,USB_TRANS,_BYTE,Not defined in .h
926,27,USB_TRANS_SEQOPS,USB_TRANS,_BYTE,Not defined in .h
927,28,USB_TRANS_SEQRDSTRTADDR,USB_TRANS,_BYTE,Not defined in .h
928,29,USB_TRANS_OPCTRL,USB_TRANS,_BYTE,Not defined in .h
929,30,USB_TRANS_RESERVED5,USB_TRANS,_BYTE,Not defined in .h
930,31,USB_TRANS_RESERVED6,USB_TRANS,_BYTE,Not defined in .h
931,32,USB_TRANS_SCLK2SCLDIV,USB_TRANS,_BYTE,Not defined in .h
932,33,USB_TRANS_INTCTRL,USB_TRANS,_BYTE,Not defined in .h
933,34,USB_TRANS_PAD[54],USB_TRANS,_DWORD,Not defined in .h
934,1,struct_usb_callX,struct_usb_callX,struct,Not defined in .h
935,2,field_0,struct_usb_callX,int,Not defined in .h
936,3,gap4[16],struct_usb_callX,_BYTE,Not defined in .h
937,4,field_20,struct_usb_callX,int,Not defined in .h
938,5,gap18[4],struct_usb_callX,_BYTE,Not defined in .h
939,6,field_28,struct_usb_callX,int,Not defined in .h
940,1,struct_usb_callX2,struct_usb_callX2,struct,Not defined in .h
941,2,field_0,struct_usb_callX2,int,Not defined in .h
942,3,gap4[24],struct_usb_callX2,_BYTE,Not defined in .h
943,4,field_28,struct_usb_callX2,int,Not defined in .h
944,5,gap20[4],struct_usb_callX2,_BYTE,Not defined in .h
945,6,field_36,struct_usb_callX2,int,Not defined in .h
946,7,field_40,struct_usb_callX2,int,Not defined in .h
